Sourcerecord id,"Source Title (Medline-sourced journals are indicated in Green)
Titles indicated in bold red do not meet the Scopus quality criteria anymore and therefore Scopus discontinued the forward capturing",Print-ISSN,E-ISSN,2017 CiteScore,"2017
SJR","2017
SNIP"
21100286403,Acta Historiae Artis Slovenica,14080419,,0.2,0.122,1.165
6000167872,Acta Historiae Artium,15830,15882608,,0.191,2.611
18750,Acta historica Leopoldina,15857,,,0.11,
59891,Acta historica scientiarum naturalium et medicinalium,651311,,,,
19400156801,Acta Historica Tallinnensia,14062925,17367476,0.06,0.101,0
19700180507,Acta Histriae,13180185,,0.52,0.293,1.2
26209,Acta Horticulturae,5677572,,0.23,0.198,0.276
21100790326,Acta Horticulturae Sinica,0513353X,,0.35,0.145,0.099
12051,Acta Hospitalia,446009,,,,
19626,Acta Hydrochimica et Hydrobiologica,3234320,1521401X,,,
4800152405,Acta Ichthyologica et Piscatoria,1371592,17341515,0.69,0.303,0.511
21100407601,Acta IMEKO,2221870X,,0.58,0.165,0.555
15012,Acta Informatica,15903,14320525,1.4,0.517,1.488
21100203503,Acta Informatica Medica,3538109,,0.73,0.275,0.544
5800169547,Acta Juridica Hungarica,12162574,15882616,0.04,0.1,0.073
21100854852,Acta Kinesiologica,18402976,18403700,,,2.091
5600153982,Acta Koreana,15207412,,0.13,0.145,0.856
80889,Acta Leidensia,651362,,,,
21286,Acta Leprologica,15938,,,,
19900193893,Acta Limnologica Brasiliensia,1026712,2179975X,0.7,0.28,0.402
21100829208,Acta Linguistica Academica,25598201,,0.2,0.162,0.277
21100860057,Acta Linguistica Asiatica,,22323317,,,
5800209323,Acta Linguistica Hafniensia,3740463,,0.26,0.133,0.653
5800207535,Acta Linguistica Hungarica,12168076,15882624,,,
10600153351,Acta Literaria,7160909,7176848,0,0.1,0
28583,Acta Materialia,13596454,,6.18,3.263,2.737
24527,Acta Mathematica,15962,,2.98,7.066,3.872
24094,Acta Mathematica Academiae Paedagogicae Nyiregyhaziensis,8660182,,0.09,0.106,0.058
6200180169,Acta Mathematica Academiae Scientiarum Hungaricae,15954,,,,
24529,Acta Mathematica Hungarica,2365294,15882632,0.54,0.452,0.93
24531,Acta Mathematica Scientia,2529602,,0.65,0.504,0.744
4700152477,Acta Mathematica Sinica,10009574,,,,
21100235603,"Acta Mathematica Sinica, Chinese Series",5831431,,0.15,0.192,0.264
24533,"Acta Mathematica Sinica, English Series",14398516,14397617,0.54,0.379,0.712
76019,Acta Mathematica Universitatis Comenianae,2316986,8629544,0.33,0.164,0.604
21100199843,Acta Mathematica Vietnamica,2514184,,0.37,0.27,0.404
144829,Acta Mathematicae Applicatae Sinica,1689673,,0.3,0.208,0.403
19747,Acta Mechanica,15970,16196937,2.15,1.04,1.27
21100206008,Acta Mechanica et Automatica,18984088,23005319,0.52,0.204,0.468
13835,Acta Mechanica Sinica/Lixue Xuebao,5677718,,1.67,0.607,0.818
13836,Acta Mechanica Solida Sinica,8949166,18602134,1.42,0.542,0.818
26538,Acta medica (Hradec Kralove),12114286,18059694,0.78,0.296,
26594,Acta medica (Hradec Kralove). Supplementum,1211247X,,,,
63792,Acta Medica Academiae Scientiarum Hungaricae,15989,,,,
21100245723,Acta medica academica,18401848,18402879,0.48,0.247,
26539,Acta Medica Austriaca,3038173,15632571,,,
66122,Acta medica Austriaca. Supplement,3038181,,,,
25389,Acta Medica Auxologica,16004,,,,
26759,Acta Medica Bulgarica,3241750,,0.15,0.138,0.094
26545,Acta Medica Croatica,13300164,,0.08,0.111,0.116
26546,Acta Medica Dominicana,3794857,,,,
26557,Acta Medica et Biologica,5677734,,,,
37657,Acta Medica Hungarica,2365286,,,,
145168,Acta medica Indonesiana,1259326,,0.66,0.273,
26559,Acta Medica Iranica,446025,,0.79,0.34,0.488
19400157814,Acta medica Italica di malattie infettive e parassitarie,3653285,,,,
57398,Acta medica Italica di medicina tropicale e subtropicale e di gastroenterologia,16039,,,,
38803,Acta Medica Iugoslavica,3758338,,,,
21100853968,Acta Medica Martiniana,13358421,13384139,,,0
21287,Acta Medica Mediterranea,3936384,,0.78,0.197,0.252
26562,Acta Medica Nagasakiensia,16055,,0.14,0.143,0.315
26563,Acta Medica Okayama,0386300X,,0.66,0.281,0.423
19400157815,Acta medica Orientalia,3654540,,,,
26564,Acta Medica Philippina,16071,,0.05,0.114,0.059
26591,Acta Medica Portuguesa,0870399X,16460758,0.43,0.21,0.27
26592,Acta Medica Romana,16098,,,,
19600157206,Acta Medica Saliniana,0350364X,18403956,,,
34515,Acta Medica Scandinavica,16101,,,,
38757,"Acta Medica Scandinavica, Supplement",0365463X,,,,
82086,Acta medicinae Okayama,16152,,,,
33366,Acta Metallurgica,16160,,,,
37805,Acta Metallurgica et Materialia,9567151,,,,
28585,Acta Metallurgica Sinica (English Letters),10067191,,1.51,0.576,0.728
76103,"Acta Metallurgica Sinica Series A, Physical Metallurgy & Materials Science",10009442,,,,
74796,"Acta Metallurgica Sinica Series B, Process Metallurgy & Miscellaneous",10009450,,,,
19600156802,Acta Metallurgica Slovaca,13351532,,0.42,0.189,0.374
12063,Acta Meteorologica Sinica,8940525,,1.23,0.638,0.624
32778,Acta Microbiologica Academiae Scientiarum Hungaricae,16187,,,,
19090,Acta Microbiologica et Immunologica,12178950,15882640,1.16,0.352,0.636
92475,Acta Microbiologica Hellenica,4389573,,0.02,0.106,0.015
34278,Acta Microbiologica Hungarica,2314622,,,,
19091,Acta Microbiologica Polonica,1371320,,,,
67411,Acta microbiologica Polonica. Series A: Microbiologia generalis,5677815,,,,
66524,Acta microbiologica Polonica. Series B: Microbiologia applicata,5677823,,,,
19600157209,Acta Microscopica,7984545,,0.16,0.111,0.281
5800179608,Acta Montanistica Slovaca,13351788,13393103,1.42,0.491,1.585
61330,Acta Morphologica Academiae Scientiarum Hungaricae,16217,,,,
36919,Acta Morphologica Hungarica,2365391,,,,
36955,Acta Morphologica Neerlando-Scandinavica,16225,,,,
16100154717,Acta Mozartiana,16233,,,,
19900195013,"Acta Musei Nationalis Pragae, Series B - Historia Naturalis",365343,18046479,,,
16800154732,Acta Musicologica,16241,,0.17,0.111,0.47
21100463095,Acta Mycologica,0001625X,2353074X,0.13,0.127,0.168
22396,Acta Myologica,11282460,,1.38,0.518,0.818
21100256975,Acta Naturae,20758251,,2.4,0.841,0.886
101047,Acta Naturalia de l'Ateneo Parmense,0392419X,,,,
19700186118,Acta Neerlandica morphologiae normalis et pathologicae,3654907,,,,
15607,Acta Neonatologica Japonica,290386,,,,
21100847480,Acta Neophilologica,0567784X,2350417X,,,
17540,Acta Neurobiologiae Experimentalis,651400,16890035,1.64,0.605,0.599
20412,Acta Neurochirurgica,16268,9420940,1.58,0.822,1.083
17541,"Acta Neurochirurgica, Supplement",651419,,0.9,0.315,0.44
17546,Acta Neurologica Belgica,3009009,,0.74,0.376,0.492
89160,Acta neurologica et psychiatrica Belgica,16284,,,,
17548,Acta Neurologica Scandinavica,16314,16000404,2.8,1.116,1.098
17549,"Acta Neurologica Scandinavica, Supplement",651427,,,0.286,
17551,Acta Neurologica Taiwanica,1028768X,,0.33,0.153,0.173
17552,Acta Neuropathologica,16322,14320533,11.82,7.589,3.347
21100367530,Acta Neuropathologica Communications,,20515960,4.85,2.683,1.139
17554,Acta Neuropsychiatrica,9242708,16015215,1.91,0.733,0.619
300147009,Acta Neuropsychologica,17307503,,0.41,0.227,0.513
55246,Acta neurovegetativa,3759245,,,,
24535,Acta Numerica,9624929,,9.76,6.709,6.221
110140,Acta Obstetrica et Gynaecologica Japonica,16330,,,,
73741,Acta Obstetrica y Ginecologica Hispano-Lusitana,2109832,,,,
30056,Acta Obstetricia et Gynecologica Scandinavica,16349,16000412,1.92,1.283,1.108
36186,"Acta Obstetricia et Gynecologica Scandinavica, Supplement",3008835,,,,
26775,Acta Oceanologica Sinica,0253505X,,0.81,0.334,0.493
52374,Acta odontologica latinoamericana : AOL,3264815,,0.46,0.264,
23755,Acta Odontologica Scandinavica,16357,15023850,1.62,0.706,0.997
12493,Acta Oecologica,1146609X,,1.85,0.834,0.818
36494,"Acta Oecologica, Oecologia Plantarum",2437651,,,,
31760,Acta Oecologica/Oecologia Applicata,2437678,,,,
31761,Acta Oecologica/Oecologia Generalis,0243766X,,,,
18217,Acta Oeconomica,16373,15882659,0.41,0.258,0.493
4000149602,Acta of Bioengineering and Biomechanics,1509409X,,1.22,0.39,0.847
28668,Acta Oncologica,0284186X,1651226X,2.74,1.4,1.063
28689,"Acta Oncologica, Supplement",11001704,,,,
21100267789,Acta Onomastica,12114413,,0.08,0.115,0.289
19700184600,Acta Ophthalmologica,1755375X,17553768,2.32,1.79,1.558
36522,Acta Ophthalmologica,0001639X,,,,
13258,Acta Ophthalmologica Scandinavica,13953907,16000420,,,
13259,"Acta Ophthalmologica Scandinavica, Supplement",13953931,,,,
51224,Acta Ophthalmologica. Supplement,651451,,,,
5800222465,Acta Orientalia,16446,15882667,0.19,0.112,0.799
20957,Acta Ornithologica,16454,,1.06,0.516,0.803
144804,Acta Orthopaedica,17453674,17453682,2.83,1.87,1.47
15190,Acta Orthopaedica Belgica,16462,,0.83,0.459,0.438
88000,Acta Orthopaedica et Traumatologica Turcica,1017995X,,0.63,0.335,0.469
15192,Acta Orthopaedica Iugoslavica,3502309,,,,
15193,Acta Orthopaedica Scandinavica,16470,16511964,,,
15195,"Acta Orthopaedica Scandinavica, Supplement",3008827,,,,
3500148022,Acta orthopaedica. Supplementum,17453690,17453704,,0.303,
4500151524,Acta Ortopedica Brasileira,14137852,,0.77,0.343,0.606
11600154629,Acta ortopédica mexicana,23064102,,,0.154,
13578,Acta Oto-Laryngologica,16489,,1.18,0.667,0.725
13580,"Acta Oto-Laryngologica, Supplement",3655237,,,,
13582,Acta Oto-Rhino-Laryngologica Belgica,16497,,,,
13594,Acta Otorhinolaryngologica Italica,0392100X,1827675X,1.57,0.715,1.212
9500153904,Acta oto-rino-laringologica ibero-americana,16500,,,,
37536,Acta Otorrinolaringologica Espanola,16519,,0.49,0.307,0.588
34644,Acta Paediatrica Academiae Scientiarum Hungaricae,16527,,,,
110311,Acta Paediatrica Belgica,16535,,,,
84684,Acta Paediatrica Hungarica,0231441X,,,,
31340,Acta Paediatrica Japonica,3745600,,,,
40958,Acta Paediatrica Scandinavica,0001656X,,,,
39968,"Acta Paediatrica Scandinavica, Supplement",3008843,,,,
91880,Acta Paediatrica Sinica,16578,,,,
14412,Acta Paediatrica Taiwanica,16088115,,,,
14410,"Acta Paediatrica, International Journal of Paediatrics",8035253,16512227,1.53,0.834,0.688
14413,"Acta Paediatrica, International Journal of Paediatrics, Supplement",8035326,,,,
19400157838,Acta paediatrica. Supplementum,,,,,
35160,Acta Paedopsychiatrica,16586,,,,
13336,Acta Palaeobotanica,16594,20820259,1.07,0.361,0.917
13337,Acta Palaeontologica Polonica,5677920,,1.56,0.788,0.782
19092,Acta Parasitologica,12302821,18961851,1.17,0.641,0.738
36774,Acta Parasitologica Polonica,651478,,,,
56237,Acta pathologica et microbiologica Scandinavica,3655555,16000463,,,
39432,Acta Pathologica et Microbiologica Scandinavica - Section A Pathology,3654184,,,,
36552,Acta Pathologica et Microbiologica Scandinavica - Section B Microbiology and Immunology,3655563,,,,
39439,Acta Pathologica et Microbiologica Scandinavica - Section C Immunology,3041328,,,,
35938,Acta Pathologica Japonica,16632,,,,
32717,Acta Pathologica Microbiologica et Immunologica Scandinavica - Section A Pathology,1080164,,,,
36963,Acta Pathologica Microbiologica et Immunologica Scandinavica - Section B Microbiology,1080180,,,,
67240,Acta Pathologica Microbiologica et Immunologica Scandinavica - Section C Immunology,1080202,,,,
12425,Acta Pathologica Microbiologica et Immunologica Scandinavica - Supplementum,0903465X,16005503,,0.123,
5100155097,Acta Paulista de Enfermagem,1032100,,0.53,0.275,0.49
21100395059,Acta Pediatrica de Mexico,1862391,,0.07,0.103,0.094
14437,Acta Pediatrica Espanola,16640,,0.11,0.122,0.144
10100153330,Acta Periodica Technologica,14507188,,0.44,0.166,0.209
27388,Acta Petrologica Sinica,10000569,,1.5,0.712,0.629
19398,Acta Pharmaceutica,13300075,,1.46,0.362,0.642
98221,Acta Pharmaceutica Fennica,3563456,,,,
19399,Acta Pharmaceutica Hungarica,16659,,0.12,0.109,0.147
58665,Acta Pharmaceutica Jugoslavica,16667,,,,
34157,Acta Pharmaceutica Nordica,11001801,,,,
5200152602,Acta Pharmaceutica Sciencia,13072080,,0.14,0.104,0.068
20700195026,Acta Pharmaceutica Sinica B,22113835,22113843,5.66,1.793,1.799
34754,Acta Pharmaceutica Suecica,16675,,,,
79749,Acta Pharmaceutica Technologica,3403157,,,,
19402,Acta Pharmaceutica Turcica,1300638X,,,,
91920,Acta Pharmaceutica Turcica,10100849,,,,
34521,Acta Pharmacologica et Toxicologica,16683,,,,
19403,Acta Pharmacologica Sinica,16714083,17457254,3.19,1.173,0.985
19900192120,Acta Philosophica,11212179,18256562,0,0.1,0
21100255391,Acta Phlebologica,1593232X,18271766,0.32,0.187,0.184
19700172101,Acta Physica Academiae Scientiarum Hungaricae,16705,,,,
19700172102,Acta Physica Hungarica,2314428,,,,
26934,"Acta Physica Hungarica, Series A: Heavy Ion Physics",12197580,15882675,,,
86705,"Acta Physica Hungarica, Series B: Quantum Electronics",15899535,,,,
26936,Acta Physica Polonica A,5874246,,0.75,0.335,0.574
19700174662,"Acta Physica Polonica B, Proceedings Supplement",18992358,,0.32,0.235,0.202
26937,"Acta Physica Polonica, Series B.",5874254,,0.76,0.432,0.496
4700152476,Acta Physica Sinica (overseas Edition),1004423X,,,,
26938,Acta Physica Slovaca,3230465,,2.29,0.614,1.718
23773,Acta Physico - Chimica Sinica,10006818,,0.84,0.254,0.329
16641,Acta Physiologiae Plantarum,1375881,,1.67,0.574,0.769
4000148904,Acta Physiologica,17481708,17481716,3.42,1.542,1.193
70301,Acta Physiologica Academiae Scientiarum Hungaricae,16756,,,,
23284,Acta Physiologica et Pharmacologica Bulgarica,3239950,,,,
110310,Acta Physiologica et Pharmacologica Latinoamericana,3266656,,,,
78192,Acta physiologica et pharmacologica Neerlandica,16748,,,,
23301,Acta Physiologica Hungarica,0231424X,15882683,,,
31342,Acta Physiologica Latino-Americana,16764,,,,
23277,Acta Physiologica Pharmacologica et Therapeutica Latinoamericana,3276309,,,,
34417,Acta Physiologica Polonica,446033,,,,
23302,Acta Physiologica Scandinavica,16772,1365201X,,,
23303,"Acta Physiologica Scandinavica, Supplement",3022994,,,,
24049,Acta Physiologica Sinica,3710874,,0.51,0.25,
19600166039,Acta physiotherapica et rheumatologica Belgica,7702728,,,,
16644,Acta Phytogeographica Suecica,845914,,,,
16645,Acta Phytopathologica et Entomologica Hungarica,2381249,15882691,0.25,0.198,0.351
21100870015,Acta Phytotaxonomica et Geobotanica,13467565,21897042,,,
54722,Acta Phytotaxonomica Sinica,5291526,,,,
21100775656,Acta Poetica,1853082,2448735X,0,0.101,0
5600152808,Acta Politica,16810,,0.94,0.605,0.522
21100805774,Acta Politologica,18041302,18038220,0.38,0.151,0.042
18303,Acta Poloniae Historica,16829,,0.05,0.105,0.281
19405,Acta Poloniae Pharmaceutica,16837,,0.8,0.293,0.452
19407,Acta Poloniae Toxicologica,12306967,,,,
84620,Acta Polymerica,3237648,,,,
26901,Acta Polymerica Sinica,10003304,,0.52,0.184,0.299
21100200605,Acta Polytechnica,12102709,18052363,0.52,0.206,0.674
19700173166,Acta Polytechnica Hungarica,17858860,20642687,1.17,0.255,0.873
18085,Acta Polytechnica Scandinavica Mathematics and Computing Series,14569418,,,,
26954,"Acta Polytechnica Scandinavica, Applied Physics Series",3552721,,,,
62675,"Acta Polytechnica Scandinavica, Chemical Technology and Metallurgy Series",7812698,,,,
22660,"Acta Polytechnica Scandinavica, Chemical Technology Series",12390518,,,,
39918,"Acta Polytechnica Scandinavica, Chemistry Including Metallurgy Series",16853,,,,
14460,"Acta Polytechnica Scandinavica, Civil Engineering and Building Construction Series",3552705,,,,
18672,"Acta Polytechnica Scandinavica, Electrical Engineering Series",16845,,,,
19748,"Acta Polytechnica Scandinavica, Mechanical Engineering Series",0001687X,,,,
21100781401,Acta Prataculturae Sinica,10045759,,0.43,0.152,0.104
19093,Acta Protozoologica,651583,16890027,1.22,0.466,0.674
17571,Acta Psiquiatrica y Psicologica de America Latina,16896,,,,
34369,Acta Psychiatrica Belgica,3008967,,,,
19600162041,Acta psychiatrica et neurologica,0365558X,,,,
78628,Acta psychiatrica et neurologica Scandinavica,3655598,,,,
19400157839,Acta psychiatrica et neurologica Scandinavica. Supplementum,3655067,,,,
19600162126,Acta psychiatrica et neurologica. Supplementum,1050028,,,,
17574,Acta Psychiatrica Scandinavica,0001690X,16000447,3.28,2.513,1.58
17578,"Acta Psychiatrica Scandinavica, Supplement",651591,16005473,,,
29424,Acta Psychologica,16918,,2.2,1.331,1.064
19700186346,Acta psychotherapeutica et psychosomatica,3655822,,,,
20032,Acta Radiologica,2841851,16000455,1.62,0.754,0.906
110312,Acta Radiologica - Series Diagnosis,5678056,,,,
72678,"Acta Radiologica - Series Therapy, Physics and Biology",5678064,,,,
19600162131,Acta radiologica et cancerologica. Bohemoslovencia,,,,,
37297,Acta Radiologica Oncology,0349652X,,,,
21100788812,Acta Radiologica Short Reports,,20479816,,0.364,0.558
32947,"Acta Radiologica, Supplement",3655954,,,,
93408,Acta Radiologica. Oncology Radiation Therapy Physics and Biology,3485196,,,,
19122,Acta Reumatologica Portuguesa,0303464X,,0.69,0.354,0.46
99917,Acta rheumatologica Scandinavica,16934,,,,
21100256984,Acta rheumatologica Scandinavica. Supplementum,0065163X,,,,
40803,Acta Rhumatologica,2504642,,,,
92001,Acta rhumatologica Belgica,3789497,,,,
19600166042,Acta scientia Sinica = Chung-kuo k'o hsüeh,3657183,,,,
19900191821,Acta Scientiae Veterinariae,16780345,16799216,0.23,0.144,0.221
19500157320,Acta Scientiarum - Agronomy,16799275,18078621,0.89,0.431,0.821
19600162007,Acta Scientiarum - Animal Sciences,18062636,18078672,0.5,0.25,0.577
12496,Acta Scientiarum - Biological and Health Sciences,14156814,,,,
145513,Acta Scientiarum - Biological Sciences,16799283,,0.5,0.208,0.405
145512,Acta Scientiarum - Health Sciences,16799291,,0.19,0.128,0.088
18300156736,Acta Scientiarum - Technology,18062563,18078664,0.36,0.168,0.304
19700201012,Acta Scientiarum Language and Culture,19834675,19834683,0.01,0.1,0
19700180901,Acta Scientiarum Mathematicarum,16969,,0.34,0.249,0.618
36855,Acta Scientiarum Naturalium - Academiae Scientiarum Bohemoslovacae Brno,328758,,,,
39377,Acta Scientiarum Naturalium Universitatis Normalis Hunanensis,10002537,,,,
19300157021,"Acta Scientiarum Polonorum, Hortorum Cultus",16440692,,0.63,0.255,0.547
17300154973,"Acta Scientiarum Polonorum, Technologia Alimentaria",16440730,18989594,1.36,0.385,0.726
27880,Acta Seismologica Sinica,2533782,,0.31,0.204,0.373
27421,Acta Seismologica Sinica English Edition,10009116,,,,
19700174812,Acta Silvatica et Lignaria Hungarica,1786691X,1787064X,0.22,0.136,0.159
16654,Acta Societatis Botanicorum Poloniae,16977,,1.11,0.406,0.517
60510,Acta Societatis Medicorum Upsaliensis,16985,,,,
19600166069,Acta Societatis Medicorum Upsaliensis. Supplementum,3654680,,,,
16865,Acta Sociologica,16993,15023869,1.84,0.939,1.434
80846,Acta Socio-medica Scandinavica,446041,,,,
91902,Acta Socio-medica Scandinavica. Supplement,3017664,,,,
95942,Acta Stereologica,0351580X,,,,
23757,Acta Stomatologica Belgica,17000,,,,
23760,Acta Stomatologica Croatica,17019,,0.32,0.172,0.24
19600157923,Acta Stomatologica Naissi,3525252,18201202,0,0.101,0
21100248942,Acta Tabacaria Sinica,10045708,,0.23,0.255,0.233
13884,Acta Technica CSAV (Ceskoslovensk Akademie Ved),17043,,0.26,0.109,0.171
60295,Acta Technologiae et Legis Medicamenti,11212098,,,,
21100811733,Acta Technologica Agriculturae,13352555,13385267,0.84,0.247,0.343
17500154725,Acta Theologica,10158758,,0.09,0.282,0.303
86648,Acta Therapeutica,3780619,,,,
24092,Acta Theriologica,17051,,,,
23923,Acta Theriologica Sinica,10001050,,0.32,0.189,0.269
86688,Acta Toxicologica,17316383,,,,
21288,Acta Tropica,0001706X,,2.47,1.052,1.037
19400157840,Acta tuberculosea Belgica,,,,,
38113,Acta Tuberculosea et Pneumologica Belgica,17078,,,,
77471,Acta tuberculosea et pneumologica Scandinavica,3657531,,,,
